"Year","Month","CircadianDayOfWeek","RandomWeekID","to_AgencyName","from_AgencyName","sampled_transfers","from_Agency_Sampled_Transactions","to_Agency_Sampled_Transactions","estimated_transfers","estimated_from_agency_transactions","estimated_to_agency_transactions"
2013,3,3,6,"AC Transit","AC Transit",3897,26058,26058,7794,52116,52116
2013,3,3,6,"BART","AC Transit",1806,26058,104023,3612,52116,208046
2013,3,3,6,"Caltrain","AC Transit",3,26058,4122,6,52116,8244
2013,3,3,6,"Golden Gate Transit","AC Transit",6,26058,4867,12,52116,9734
2013,3,3,6,"SF Muni","AC Transit",169,26058,161346,338,52116,322692
2013,3,3,6,"SamTrans","AC Transit",4,26058,7661,8,52116,15322
2013,3,3,6,"VTA","AC Transit",23,26058,19108,46,52116,38216
2013,3,3,6,"AC Transit","BART",1798,104023,26058,3596,208046,52116
2013,3,3,6,"BART","BART",441,104023,104023,882,208046,208046
2013,3,3,6,"Caltrain","BART",228,104023,4122,456,208046,8244
2013,3,3,6,"Golden Gate Ferry","BART",46,104023,3757,92,208046,7514
2013,3,3,6,"Golden Gate Transit","BART",71,104023,4867,142,208046,9734
2013,3,3,6,"SF Muni","BART",6871,104023,161346,13742,208046,322692
2013,3,3,6,"SamTrans","BART",347,104023,7661,694,208046,15322
2013,3,3,6,"VTA","BART",77,104023,19108,154,208046,38216
2013,3,3,6,"WETA","BART",10,104023,541,20,208046,1082
2013,3,3,6,"AC Transit","Caltrain",1,4122,26058,2,8244,52116
2013,3,3,6,"BART","Caltrain",240,4122,104023,480,8244,208046
2013,3,3,6,"Golden Gate Transit","Caltrain",3,4122,4867,6,8244,9734
2013,3,3,6,"SF Muni","Caltrain",305,4122,161346,610,8244,322692
2013,3,3,6,"SamTrans","Caltrain",22,4122,7661,44,8244,15322
2013,3,3,6,"VTA","Caltrain",82,4122,19108,164,8244,38216
2013,3,3,6,"WETA","Caltrain",1,4122,541,2,8244,1082
2013,3,3,6,"BART","Golden Gate Ferry",10,3757,104023,20,7514,208046
2013,3,3,6,"Caltrain","Golden Gate Ferry",1,3757,4122,2,7514,8244
2013,3,3,6,"Golden Gate Ferry","Golden Gate Ferry",10,3757,3757,20,7514,7514
2013,3,3,6,"Golden Gate Transit","Golden Gate Ferry",2,3757,4867,4,7514,9734
2013,3,3,6,"SF Muni","Golden Gate Ferry",94,3757,161346,188,7514,322692
2013,3,3,6,"AC Transit","Golden Gate Transit",7,4867,26058,14,9734,52116
2013,3,3,6,"BART","Golden Gate Transit",61,4867,104023,122,9734,208046
2013,3,3,6,"Caltrain","Golden Gate Transit",3,4867,4122,6,9734,8244
2013,3,3,6,"Golden Gate Ferry","Golden Gate Transit",1,4867,3757,2,9734,7514
2013,3,3,6,"Golden Gate Transit","Golden Gate Transit",307,4867,4867,614,9734,9734
2013,3,3,6,"SF Muni","Golden Gate Transit",90,4867,161346,180,9734,322692
2013,3,3,6,"AC Transit","SF Muni",212,161346,26058,424,322692,52116
2013,3,3,6,"BART","SF Muni",6959,161346,104023,13918,322692,208046
2013,3,3,6,"Caltrain","SF Muni",320,161346,4122,640,322692,8244
2013,3,3,6,"Golden Gate Ferry","SF Muni",58,161346,3757,116,322692,7514
2013,3,3,6,"Golden Gate Transit","SF Muni",80,161346,4867,160,322692,9734
2013,3,3,6,"SF Muni","SF Muni",32851,161346,161346,65702,322692,322692
2013,3,3,6,"SamTrans","SF Muni",113,161346,7661,226,322692,15322
2013,3,3,6,"WETA","SF Muni",30,161346,541,60,322692,1082
2013,3,3,6,"AC Transit","SamTrans",7,7661,26058,14,15322,52116
2013,3,3,6,"BART","SamTrans",326,7661,104023,652,15322,208046
2013,3,3,6,"Caltrain","SamTrans",20,7661,4122,40,15322,8244
2013,3,3,6,"SF Muni","SamTrans",127,7661,161346,254,15322,322692
2013,3,3,6,"SamTrans","SamTrans",1014,7661,7661,2028,15322,15322
2013,3,3,6,"VTA","SamTrans",21,7661,19108,42,15322,38216
2013,3,3,6,"AC Transit","VTA",30,19108,26058,60,38216,52116
2013,3,3,6,"BART","VTA",61,19108,104023,122,38216,208046
2013,3,3,6,"Caltrain","VTA",72,19108,4122,144,38216,8244
2013,3,3,6,"SamTrans","VTA",18,19108,7661,36,38216,15322
2013,3,3,6,"VTA","VTA",5092,19108,19108,10184,38216,38216
2013,3,3,6,"AC Transit","WETA",1,541,26058,2,1082,52116
2013,3,3,6,"BART","WETA",7,541,104023,14,1082,208046
2013,3,3,6,"Caltrain","WETA",1,541,4122,2,1082,8244
2013,3,3,6,"SF Muni","WETA",38,541,161346,76,1082,322692
2013,3,3,7,"AC Transit","AC Transit",4676,30513,30513,9352,61026,61026
2013,3,3,7,"BART","AC Transit",1983,30513,111535,3966,61026,223070
2013,3,3,7,"Caltrain","AC Transit",6,30513,4190,12,61026,8380
2013,3,3,7,"Golden Gate Transit","AC Transit",11,30513,4850,22,61026,9700
2013,3,3,7,"SF Muni","AC Transit",142,30513,176486,284,61026,352972
2013,3,3,7,"SamTrans","AC Transit",1,30513,8040,2,61026,16080
2013,3,3,7,"VTA","AC Transit",24,30513,19546,48,61026,39092
2013,3,3,7,"AC Transit","BART",2126,111535,30513,4252,223070,61026
2013,3,3,7,"BART","BART",577,111535,111535,1154,223070,223070
2013,3,3,7,"Caltrain","BART",262,111535,4190,524,223070,8380
2013,3,3,7,"Golden Gate Ferry","BART",42,111535,3337,84,223070,6674
2013,3,3,7,"Golden Gate Transit","BART",62,111535,4850,124,223070,9700
2013,3,3,7,"SF Muni","BART",8158,111535,176486,16316,223070,352972
2013,3,3,7,"SamTrans","BART",336,111535,8040,672,223070,16080
2013,3,3,7,"VTA","BART",80,111535,19546,160,223070,39092
2013,3,3,7,"WETA","BART",6,111535,573,12,223070,1146
2013,3,3,7,"AC Transit","Caltrain",3,4190,30513,6,8380,61026
2013,3,3,7,"BART","Caltrain",248,4190,111535,496,8380,223070
2013,3,3,7,"Golden Gate Ferry","Caltrain",2,4190,3337,4,8380,6674
2013,3,3,7,"Golden Gate Transit","Caltrain",1,4190,4850,2,8380,9700
2013,3,3,7,"SF Muni","Caltrain",282,4190,176486,564,8380,352972
2013,3,3,7,"SamTrans","Caltrain",30,4190,8040,60,8380,16080
2013,3,3,7,"VTA","Caltrain",77,4190,19546,154,8380,39092
2013,3,3,7,"BART","Golden Gate Ferry",9,3337,111535,18,6674,223070
2013,3,3,7,"Caltrain","Golden Gate Ferry",1,3337,4190,2,6674,8380
2013,3,3,7,"Golden Gate Ferry","Golden Gate Ferry",3,3337,3337,6,6674,6674
2013,3,3,7,"Golden Gate Transit","Golden Gate Ferry",4,3337,4850,8,6674,9700
2013,3,3,7,"SF Muni","Golden Gate Ferry",83,3337,176486,166,6674,352972
2013,3,3,7,"AC Transit","Golden Gate Transit",7,4850,30513,14,9700,61026
2013,3,3,7,"BART","Golden Gate Transit",70,4850,111535,140,9700,223070
2013,3,3,7,"Caltrain","Golden Gate Transit",1,4850,4190,2,9700,8380
2013,3,3,7,"Golden Gate Ferry","Golden Gate Transit",1,4850,3337,2,9700,6674
2013,3,3,7,"Golden Gate Transit","Golden Gate Transit",327,4850,4850,654,9700,9700
2013,3,3,7,"SF Muni","Golden Gate Transit",113,4850,176486,226,9700,352972
2013,3,3,7,"SamTrans","Golden Gate Transit",1,4850,8040,2,9700,16080
2013,3,3,7,"AC Transit","SF Muni",199,176486,30513,398,352972,61026
2013,3,3,7,"BART","SF Muni",7643,176486,111535,15286,352972,223070
2013,3,3,7,"Caltrain","SF Muni",273,176486,4190,546,352972,8380
2013,3,3,7,"Golden Gate Ferry","SF Muni",82,176486,3337,164,352972,6674
2013,3,3,7,"Golden Gate Transit","SF Muni",79,176486,4850,158,352972,9700
2013,3,3,7,"SF Muni","SF Muni",36364,176486,176486,72728,352972,352972
2013,3,3,7,"SamTrans","SF Muni",123,176486,8040,246,352972,16080
2013,3,3,7,"WETA","SF Muni",41,176486,573,82,352972,1146
2013,3,3,7,"AC Transit","SamTrans",3,8040,30513,6,16080,61026
2013,3,3,7,"BART","SamTrans",350,8040,111535,700,16080,223070
2013,3,3,7,"Caltrain","SamTrans",25,8040,4190,50,16080,8380
2013,3,3,7,"SF Muni","SamTrans",128,8040,176486,256,16080,352972
2013,3,3,7,"SamTrans","SamTrans",1061,8040,8040,2122,16080,16080
2013,3,3,7,"VTA","SamTrans",23,8040,19546,46,16080,39092
2013,3,3,7,"AC Transit","VTA",29,19546,30513,58,39092,61026
2013,3,3,7,"BART","VTA",75,19546,111535,150,39092,223070
2013,3,3,7,"Caltrain","VTA",82,19546,4190,164,39092,8380
2013,3,3,7,"SamTrans","VTA",15,19546,8040,30,39092,16080
2013,3,3,7,"VTA","VTA",5423,19546,19546,10846,39092,39092
2013,3,3,7,"BART","WETA",3,573,111535,6,1146,223070
2013,3,3,7,"Caltrain","WETA",2,573,4190,4,1146,8380
2013,3,3,7,"SF Muni","WETA",40,573,176486,80,1146,352972
2013,3,3,8,"AC Transit","AC Transit",4846,31534,31534,9692,63068,63068
2013,3,3,8,"BART","AC Transit",1924,31534,113496,3848,63068,226992
2013,3,3,8,"Caltrain","AC Transit",6,31534,4666,12,63068,9332
2013,3,3,8,"Golden Gate Transit","AC Transit",5,31534,4870,10,63068,9740
2013,3,3,8,"SF Muni","AC Transit",174,31534,174491,348,63068,348982
2013,3,3,8,"SamTrans","AC Transit",3,31534,8267,6,63068,16534
2013,3,3,8,"VTA","AC Transit",18,31534,19448,36,63068,38896
2013,3,3,8,"AC Transit","BART",2027,113496,31534,4054,226992,63068
2013,3,3,8,"BART","BART",493,113496,113496,986,226992,226992
2013,3,3,8,"Caltrain","BART",261,113496,4666,522,226992,9332
2013,3,3,8,"Golden Gate Ferry","BART",41,113496,3093,82,226992,6186
2013,3,3,8,"Golden Gate Transit","BART",69,113496,4870,138,226992,9740
2013,3,3,8,"SF Muni","BART",7748,113496,174491,15496,226992,348982
2013,3,3,8,"SamTrans","BART",381,113496,8267,762,226992,16534
2013,3,3,8,"VTA","BART",77,113496,19448,154,226992,38896
2013,3,3,8,"WETA","BART",1,113496,540,2,226992,1080
2013,3,3,8,"AC Transit","Caltrain",5,4666,31534,10,9332,63068
2013,3,3,8,"BART","Caltrain",273,4666,113496,546,9332,226992
2013,3,3,8,"Golden Gate Ferry","Caltrain",3,4666,3093,6,9332,6186
2013,3,3,8,"SF Muni","Caltrain",354,4666,174491,708,9332,348982
2013,3,3,8,"SamTrans","Caltrain",30,4666,8267,60,9332,16534
2013,3,3,8,"VTA","Caltrain",93,4666,19448,186,9332,38896
2013,3,3,8,"BART","Golden Gate Ferry",7,3093,113496,14,6186,226992
2013,3,3,8,"Caltrain","Golden Gate Ferry",3,3093,4666,6,6186,9332
2013,3,3,8,"Golden Gate Ferry","Golden Gate Ferry",10,3093,3093,20,6186,6186
2013,3,3,8,"Golden Gate Transit","Golden Gate Ferry",2,3093,4870,4,6186,9740
2013,3,3,8,"SF Muni","Golden Gate Ferry",80,3093,174491,160,6186,348982
2013,3,3,8,"AC Transit","Golden Gate Transit",7,4870,31534,14,9740,63068
2013,3,3,8,"BART","Golden Gate Transit",68,4870,113496,136,9740,226992
2013,3,3,8,"Golden Gate Ferry","Golden Gate Transit",2,4870,3093,4,9740,6186
2013,3,3,8,"Golden Gate Transit","Golden Gate Transit",320,4870,4870,640,9740,9740
2013,3,3,8,"SF Muni","Golden Gate Transit",106,4870,174491,212,9740,348982
2013,3,3,8,"AC Transit","SF Muni",226,174491,31534,452,348982,63068
2013,3,3,8,"BART","SF Muni",7538,174491,113496,15076,348982,226992
2013,3,3,8,"Caltrain","SF Muni",318,174491,4666,636,348982,9332
2013,3,3,8,"Golden Gate Ferry","SF Muni",63,174491,3093,126,348982,6186
2013,3,3,8,"Golden Gate Transit","SF Muni",81,174491,4870,162,348982,9740
2013,3,3,8,"SF Muni","SF Muni",36031,174491,174491,72062,348982,348982
2013,3,3,8,"SamTrans","SF Muni",123,174491,8267,246,348982,16534
2013,3,3,8,"WETA","SF Muni",37,174491,540,74,348982,1080
2013,3,3,8,"AC Transit","SamTrans",5,8267,31534,10,16534,63068
2013,3,3,8,"BART","SamTrans",351,8267,113496,702,16534,226992
2013,3,3,8,"Caltrain","SamTrans",31,8267,4666,62,16534,9332
2013,3,3,8,"SF Muni","SamTrans",122,8267,174491,244,16534,348982
2013,3,3,8,"SamTrans","SamTrans",1157,8267,8267,2314,16534,16534
2013,3,3,8,"VTA","SamTrans",24,8267,19448,48,16534,38896
2013,3,3,8,"AC Transit","VTA",30,19448,31534,60,38896,63068
2013,3,3,8,"BART","VTA",70,19448,113496,140,38896,226992
2013,3,3,8,"Caltrain","VTA",84,19448,4666,168,38896,9332
2013,3,3,8,"SamTrans","VTA",19,19448,8267,38,38896,16534
2013,3,3,8,"VTA","VTA",5422,19448,19448,10844,38896,38896
2013,3,3,8,"AC Transit","WETA",1,540,31534,2,1080,63068
2013,3,3,8,"BART","WETA",8,540,113496,16,1080,226992
2013,3,3,8,"SF Muni","WETA",38,540,174491,76,1080,348982
2013,3,4,6,"AC Transit","AC Transit",4629,30256,30256,9258,60512,60512
2013,3,4,6,"BART","AC Transit",1902,30256,111353,3804,60512,222706
2013,3,4,6,"Caltrain","AC Transit",4,30256,3923,8,60512,7846
2013,3,4,6,"Golden Gate Transit","AC Transit",8,30256,4675,16,60512,9350
2013,3,4,6,"SF Muni","AC Transit",192,30256,171411,384,60512,342822
2013,3,4,6,"SamTrans","AC Transit",1,30256,7947,2,60512,15894
2013,3,4,6,"VTA","AC Transit",23,30256,19600,46,60512,39200
2013,3,4,6,"WETA","AC Transit",1,30256,504,2,60512,1008
2013,3,4,6,"AC Transit","BART",1967,111353,30256,3934,222706,60512
2013,3,4,6,"BART","BART",506,111353,111353,1012,222706,222706
2013,3,4,6,"Caltrain","BART",255,111353,3923,510,222706,7846
2013,3,4,6,"Golden Gate Ferry","BART",45,111353,2831,90,222706,5662
2013,3,4,6,"Golden Gate Transit","BART",79,111353,4675,158,222706,9350
2013,3,4,6,"SF Muni","BART",7575,111353,171411,15150,222706,342822
2013,3,4,6,"SamTrans","BART",380,111353,7947,760,222706,15894
2013,3,4,6,"VTA","BART",85,111353,19600,170,222706,39200
2013,3,4,6,"WETA","BART",2,111353,504,4,222706,1008
2013,3,4,6,"AC Transit","Caltrain",3,3923,30256,6,7846,60512
2013,3,4,6,"BART","Caltrain",251,3923,111353,502,7846,222706
2013,3,4,6,"Golden Gate Ferry","Caltrain",2,3923,2831,4,7846,5662
2013,3,4,6,"Golden Gate Transit","Caltrain",2,3923,4675,4,7846,9350
2013,3,4,6,"SF Muni","Caltrain",301,3923,171411,602,7846,342822
2013,3,4,6,"SamTrans","Caltrain",22,3923,7947,44,7846,15894
2013,3,4,6,"VTA","Caltrain",78,3923,19600,156,7846,39200
2013,3,4,6,"WETA","Caltrain",1,3923,504,2,7846,1008
2013,3,4,6,"BART","Golden Gate Ferry",7,2831,111353,14,5662,222706
2013,3,4,6,"Caltrain","Golden Gate Ferry",1,2831,3923,2,5662,7846
2013,3,4,6,"Golden Gate Ferry","Golden Gate Ferry",6,2831,2831,12,5662,5662
2013,3,4,6,"Golden Gate Transit","Golden Gate Ferry",2,2831,4675,4,5662,9350
2013,3,4,6,"SF Muni","Golden Gate Ferry",79,2831,171411,158,5662,342822
2013,3,4,6,"AC Transit","Golden Gate Transit",8,4675,30256,16,9350,60512
2013,3,4,6,"BART","Golden Gate Transit",84,4675,111353,168,9350,222706
2013,3,4,6,"Caltrain","Golden Gate Transit",4,4675,3923,8,9350,7846
2013,3,4,6,"Golden Gate Ferry","Golden Gate Transit",2,4675,2831,4,9350,5662
2013,3,4,6,"Golden Gate Transit","Golden Gate Transit",278,4675,4675,556,9350,9350
2013,3,4,6,"SF Muni","Golden Gate Transit",105,4675,171411,210,9350,342822
2013,3,4,6,"AC Transit","SF Muni",217,171411,30256,434,342822,60512
2013,3,4,6,"BART","SF Muni",7592,171411,111353,15184,342822,222706
2013,3,4,6,"Caltrain","SF Muni",316,171411,3923,632,342822,7846
2013,3,4,6,"Golden Gate Ferry","SF Muni",62,171411,2831,124,342822,5662
2013,3,4,6,"Golden Gate Transit","SF Muni",78,171411,4675,156,342822,9350
2013,3,4,6,"SF Muni","SF Muni",34840,171411,171411,69680,342822,342822
2013,3,4,6,"SamTrans","SF Muni",122,171411,7947,244,342822,15894
2013,3,4,6,"WETA","SF Muni",37,171411,504,74,342822,1008
2013,3,4,6,"AC Transit","SamTrans",5,7947,30256,10,15894,60512
2013,3,4,6,"BART","SamTrans",329,7947,111353,658,15894,222706
2013,3,4,6,"Caltrain","SamTrans",28,7947,3923,56,15894,7846
2013,3,4,6,"SF Muni","SamTrans",135,7947,171411,270,15894,342822
2013,3,4,6,"SamTrans","SamTrans",1091,7947,7947,2182,15894,15894
2013,3,4,6,"VTA","SamTrans",28,7947,19600,56,15894,39200
2013,3,4,6,"AC Transit","VTA",38,19600,30256,76,39200,60512
2013,3,4,6,"BART","VTA",68,19600,111353,136,39200,222706
2013,3,4,6,"Caltrain","VTA",70,19600,3923,140,39200,7846
2013,3,4,6,"SamTrans","VTA",16,19600,7947,32,39200,15894
2013,3,4,6,"VTA","VTA",5519,19600,19600,11038,39200,39200
2013,3,4,6,"BART","WETA",6,504,111353,12,1008,222706
2013,3,4,6,"SF Muni","WETA",50,504,171411,100,1008,342822
2013,3,4,7,"AC Transit","AC Transit",4977,31539,31539,9954,63078,63078
2013,3,4,7,"BART","AC Transit",1936,31539,112022,3872,63078,224044
2013,3,4,7,"Caltrain","AC Transit",5,31539,4123,10,63078,8246
2013,3,4,7,"Golden Gate Transit","AC Transit",7,31539,4681,14,63078,9362
2013,3,4,7,"SF Muni","AC Transit",163,31539,178219,326,63078,356438
2013,3,4,7,"SamTrans","AC Transit",2,31539,8456,4,63078,16912
2013,3,4,7,"VTA","AC Transit",21,31539,20181,42,63078,40362
2013,3,4,7,"AC Transit","BART",1913,112022,31539,3826,224044,63078
2013,3,4,7,"BART","BART",546,112022,112022,1092,224044,224044
2013,3,4,7,"Caltrain","BART",274,112022,4123,548,224044,8246
2013,3,4,7,"Golden Gate Ferry","BART",42,112022,3326,84,224044,6652
2013,3,4,7,"Golden Gate Transit","BART",87,112022,4681,174,224044,9362
2013,3,4,7,"SF Muni","BART",7667,112022,178219,15334,224044,356438
2013,3,4,7,"SamTrans","BART",396,112022,8456,792,224044,16912
2013,3,4,7,"VTA","BART",75,112022,20181,150,224044,40362
2013,3,4,7,"WETA","BART",5,112022,560,10,224044,1120
2013,3,4,7,"AC Transit","Caltrain",5,4123,31539,10,8246,63078
2013,3,4,7,"BART","Caltrain",270,4123,112022,540,8246,224044
2013,3,4,7,"Golden Gate Ferry","Caltrain",1,4123,3326,2,8246,6652
2013,3,4,7,"Golden Gate Transit","Caltrain",1,4123,4681,2,8246,9362
2013,3,4,7,"SF Muni","Caltrain",275,4123,178219,550,8246,356438
2013,3,4,7,"SamTrans","Caltrain",26,4123,8456,52,8246,16912
2013,3,4,7,"VTA","Caltrain",80,4123,20181,160,8246,40362
2013,3,4,7,"BART","Golden Gate Ferry",11,3326,112022,22,6652,224044
2013,3,4,7,"Golden Gate Ferry","Golden Gate Ferry",5,3326,3326,10,6652,6652
2013,3,4,7,"SF Muni","Golden Gate Ferry",75,3326,178219,150,6652,356438
2013,3,4,7,"AC Transit","Golden Gate Transit",8,4681,31539,16,9362,63078
2013,3,4,7,"BART","Golden Gate Transit",69,4681,112022,138,9362,224044
2013,3,4,7,"Caltrain","Golden Gate Transit",1,4681,4123,2,9362,8246
2013,3,4,7,"Golden Gate Ferry","Golden Gate Transit",1,4681,3326,2,9362,6652
2013,3,4,7,"Golden Gate Transit","Golden Gate Transit",285,4681,4681,570,9362,9362
2013,3,4,7,"SF Muni","Golden Gate Transit",105,4681,178219,210,9362,356438
2013,3,4,7,"AC Transit","SF Muni",203,178219,31539,406,356438,63078
2013,3,4,7,"BART","SF Muni",7586,178219,112022,15172,356438,224044
2013,3,4,7,"Caltrain","SF Muni",273,178219,4123,546,356438,8246
2013,3,4,7,"Golden Gate Ferry","SF Muni",56,178219,3326,112,356438,6652
2013,3,4,7,"Golden Gate Transit","SF Muni",78,178219,4681,156,356438,9362
2013,3,4,7,"SF Muni","SF Muni",37510,178219,178219,75020,356438,356438
2013,3,4,7,"SamTrans","SF Muni",123,178219,8456,246,356438,16912
2013,3,4,7,"WETA","SF Muni",41,178219,560,82,356438,1120
2013,3,4,7,"AC Transit","SamTrans",3,8456,31539,6,16912,63078
2013,3,4,7,"BART","SamTrans",381,8456,112022,762,16912,224044
2013,3,4,7,"Caltrain","SamTrans",22,8456,4123,44,16912,8246
2013,3,4,7,"SF Muni","SamTrans",128,8456,178219,256,16912,356438
2013,3,4,7,"SamTrans","SamTrans",1152,8456,8456,2304,16912,16912
2013,3,4,7,"VTA","SamTrans",33,8456,20181,66,16912,40362
2013,3,4,7,"AC Transit","VTA",32,20181,31539,64,40362,63078
2013,3,4,7,"BART","VTA",61,20181,112022,122,40362,224044
2013,3,4,7,"Caltrain","VTA",78,20181,4123,156,40362,8246
2013,3,4,7,"SamTrans","VTA",17,20181,8456,34,40362,16912
2013,3,4,7,"VTA","VTA",5481,20181,20181,10962,40362,40362
2013,3,4,7,"AC Transit","WETA",1,560,31539,2,1120,63078
2013,3,4,7,"BART","WETA",8,560,112022,16,1120,224044
2013,3,4,7,"SF Muni","WETA",41,560,178219,82,1120,356438
2013,3,4,8,"AC Transit","AC Transit",4783,31332,31332,9566,62664,62664
2013,3,4,8,"BART","AC Transit",1987,31332,112747,3974,62664,225494
2013,3,4,8,"Caltrain","AC Transit",2,31332,4128,4,62664,8256
2013,3,4,8,"Golden Gate Transit","AC Transit",8,31332,4784,16,62664,9568
2013,3,4,8,"SF Muni","AC Transit",162,31332,175298,324,62664,350596
2013,3,4,8,"SamTrans","AC Transit",3,31332,8181,6,62664,16362
2013,3,4,8,"VTA","AC Transit",23,31332,19235,46,62664,38470
2013,3,4,8,"WETA","AC Transit",1,31332,485,2,62664,970
2013,3,4,8,"AC Transit","BART",2083,112747,31332,4166,225494,62664
2013,3,4,8,"BART","BART",479,112747,112747,958,225494,225494
2013,3,4,8,"Caltrain","BART",235,112747,4128,470,225494,8256
2013,3,4,8,"Golden Gate Ferry","BART",41,112747,2887,82,225494,5774
2013,3,4,8,"Golden Gate Transit","BART",80,112747,4784,160,225494,9568
2013,3,4,8,"SF Muni","BART",7771,112747,175298,15542,225494,350596
2013,3,4,8,"SamTrans","BART",380,112747,8181,760,225494,16362
2013,3,4,8,"VTA","BART",66,112747,19235,132,225494,38470
2013,3,4,8,"WETA","BART",7,112747,485,14,225494,970
2013,3,4,8,"AC Transit","Caltrain",4,4128,31332,8,8256,62664
2013,3,4,8,"BART","Caltrain",239,4128,112747,478,8256,225494
2013,3,4,8,"Golden Gate Ferry","Caltrain",1,4128,2887,2,8256,5774
2013,3,4,8,"SF Muni","Caltrain",289,4128,175298,578,8256,350596
2013,3,4,8,"SamTrans","Caltrain",30,4128,8181,60,8256,16362
2013,3,4,8,"VTA","Caltrain",78,4128,19235,156,8256,38470
2013,3,4,8,"BART","Golden Gate Ferry",11,2887,112747,22,5774,225494
2013,3,4,8,"Caltrain","Golden Gate Ferry",1,2887,4128,2,5774,8256
2013,3,4,8,"Golden Gate Ferry","Golden Gate Ferry",2,2887,2887,4,5774,5774
2013,3,4,8,"Golden Gate Transit","Golden Gate Ferry",2,2887,4784,4,5774,9568
2013,3,4,8,"SF Muni","Golden Gate Ferry",82,2887,175298,164,5774,350596
2013,3,4,8,"AC Transit","Golden Gate Transit",6,4784,31332,12,9568,62664
2013,3,4,8,"BART","Golden Gate Transit",73,4784,112747,146,9568,225494
2013,3,4,8,"Golden Gate Ferry","Golden Gate Transit",1,4784,2887,2,9568,5774
2013,3,4,8,"Golden Gate Transit","Golden Gate Transit",318,4784,4784,636,9568,9568
2013,3,4,8,"SF Muni","Golden Gate Transit",98,4784,175298,196,9568,350596
2013,3,4,8,"AC Transit","SF Muni",216,175298,31332,432,350596,62664
2013,3,4,8,"BART","SF Muni",7567,175298,112747,15134,350596,225494
2013,3,4,8,"Caltrain","SF Muni",316,175298,4128,632,350596,8256
2013,3,4,8,"Golden Gate Ferry","SF Muni",66,175298,2887,132,350596,5774
2013,3,4,8,"Golden Gate Transit","SF Muni",67,175298,4784,134,350596,9568
2013,3,4,8,"SF Muni","SF Muni",36293,175298,175298,72586,350596,350596
2013,3,4,8,"SamTrans","SF Muni",131,175298,8181,262,350596,16362
2013,3,4,8,"WETA","SF Muni",41,175298,485,82,350596,970
2013,3,4,8,"AC Transit","SamTrans",5,8181,31332,10,16362,62664
2013,3,4,8,"BART","SamTrans",357,8181,112747,714,16362,225494
2013,3,4,8,"Caltrain","SamTrans",28,8181,4128,56,16362,8256
2013,3,4,8,"SF Muni","SamTrans",140,8181,175298,280,16362,350596
2013,3,4,8,"SamTrans","SamTrans",1100,8181,8181,2200,16362,16362
2013,3,4,8,"VTA","SamTrans",32,8181,19235,64,16362,38470
2013,3,4,8,"AC Transit","VTA",40,19235,31332,80,38470,62664
2013,3,4,8,"BART","VTA",70,19235,112747,140,38470,225494
2013,3,4,8,"Caltrain","VTA",80,19235,4128,160,38470,8256
2013,3,4,8,"SamTrans","VTA",20,19235,8181,40,38470,16362
2013,3,4,8,"VTA","VTA",5421,19235,19235,10842,38470,38470
2013,3,4,8,"AC Transit","WETA",3,485,31332,6,970,62664
2013,3,4,8,"BART","WETA",7,485,112747,14,970,225494
2013,3,4,8,"SF Muni","WETA",38,485,175298,76,970,350596
2013,3,5,6,"AC Transit","AC Transit",4909,30882,30882,9818,61764,61764
2013,3,5,6,"BART","AC Transit",1987,30882,112284,3974,61764,224568
2013,3,5,6,"Caltrain","AC Transit",4,30882,4031,8,61764,8062
2013,3,5,6,"Golden Gate Transit","AC Transit",9,30882,4755,18,61764,9510
2013,3,5,6,"SF Muni","AC Transit",178,30882,174374,356,61764,348748
2013,3,5,6,"SamTrans","AC Transit",4,30882,8138,8,61764,16276
2013,3,5,6,"VTA","AC Transit",19,30882,19507,38,61764,39014
2013,3,5,6,"AC Transit","BART",2040,112284,30882,4080,224568,61764
2013,3,5,6,"BART","BART",524,112284,112284,1048,224568,224568
2013,3,5,6,"Caltrain","BART",236,112284,4031,472,224568,8062
2013,3,5,6,"Golden Gate Ferry","BART",53,112284,2824,106,224568,5648
2013,3,5,6,"Golden Gate Transit","BART",75,112284,4755,150,224568,9510
2013,3,5,6,"SF Muni","BART",7842,112284,174374,15684,224568,348748
2013,3,5,6,"SamTrans","BART",381,112284,8138,762,224568,16276
2013,3,5,6,"VTA","BART",68,112284,19507,136,224568,39014
2013,3,5,6,"WETA","BART",5,112284,531,10,224568,1062
2013,3,5,6,"BART","Caltrain",249,4031,112284,498,8062,224568
2013,3,5,6,"SF Muni","Caltrain",291,4031,174374,582,8062,348748
2013,3,5,6,"SamTrans","Caltrain",24,4031,8138,48,8062,16276
2013,3,5,6,"VTA","Caltrain",87,4031,19507,174,8062,39014
2013,3,5,6,"BART","Golden Gate Ferry",10,2824,112284,20,5648,224568
2013,3,5,6,"Golden Gate Ferry","Golden Gate Ferry",2,2824,2824,4,5648,5648
2013,3,5,6,"Golden Gate Transit","Golden Gate Ferry",3,2824,4755,6,5648,9510
2013,3,5,6,"SF Muni","Golden Gate Ferry",81,2824,174374,162,5648,348748
2013,3,5,6,"AC Transit","Golden Gate Transit",7,4755,30882,14,9510,61764
2013,3,5,6,"BART","Golden Gate Transit",66,4755,112284,132,9510,224568
2013,3,5,6,"Golden Gate Ferry","Golden Gate Transit",2,4755,2824,4,9510,5648
