"Year","Month","CircadianDayOfWeek","RandomWeekID","to_AgencyName","from_AgencyName","sampled_transfers","from_Agency_Sampled_Transactions","to_Agency_Sampled_Transactions","estimated_transfers","estimated_from_agency_transactions","estimated_to_agency_transactions"
2013,4,4,7,"VTA","Caltrain",83,4330,18454,166,8660,36908
2013,4,4,7,"BART","Golden Gate Ferry",7,3515,110362,14,7030,220724
2013,4,4,7,"Caltrain","Golden Gate Ferry",2,3515,4330,4,7030,8660
2013,4,4,7,"Golden Gate Ferry","Golden Gate Ferry",8,3515,3515,16,7030,7030
2013,4,4,7,"Golden Gate Transit","Golden Gate Ferry",5,3515,4613,10,7030,9226
2013,4,4,7,"SF Muni","Golden Gate Ferry",81,3515,184507,162,7030,369014
2013,4,4,7,"AC Transit","Golden Gate Transit",4,4613,28626,8,9226,57252
2013,4,4,7,"BART","Golden Gate Transit",55,4613,110362,110,9226,220724
2013,4,4,7,"Caltrain","Golden Gate Transit",3,4613,4330,6,9226,8660
2013,4,4,7,"Golden Gate Ferry","Golden Gate Transit",2,4613,3515,4,9226,7030
2013,4,4,7,"Golden Gate Transit","Golden Gate Transit",287,4613,4613,574,9226,9226
2013,4,4,7,"SF Muni","Golden Gate Transit",102,4613,184507,204,9226,369014
2013,4,4,7,"SamTrans","Golden Gate Transit",1,4613,6818,2,9226,13636
2013,4,4,7,"AC Transit","SF Muni",221,184507,28626,442,369014,57252
2013,4,4,7,"BART","SF Muni",7692,184507,110362,15384,369014,220724
2013,4,4,7,"Caltrain","SF Muni",297,184507,4330,594,369014,8660
2013,4,4,7,"Golden Gate Ferry","SF Muni",60,184507,3515,120,369014,7030
2013,4,4,7,"Golden Gate Transit","SF Muni",77,184507,4613,154,369014,9226
2013,4,4,7,"SF Muni","SF Muni",39241,184507,184507,78482,369014,369014
2013,4,4,7,"SamTrans","SF Muni",119,184507,6818,238,369014,13636
2013,4,4,7,"WETA","SF Muni",34,184507,559,68,369014,1118
2013,4,4,7,"AC Transit","SamTrans",3,6818,28626,6,13636,57252
2013,4,4,7,"BART","SamTrans",388,6818,110362,776,13636,220724
2013,4,4,7,"Caltrain","SamTrans",23,6818,4330,46,13636,8660
2013,4,4,7,"SF Muni","SamTrans",137,6818,184507,274,13636,369014
2013,4,4,7,"SamTrans","SamTrans",921,6818,6818,1842,13636,13636
2013,4,4,7,"VTA","SamTrans",33,6818,18454,66,13636,36908
2013,4,4,7,"AC Transit","VTA",27,18454,28626,54,36908,57252
2013,4,4,7,"BART","VTA",80,18454,110362,160,36908,220724
2013,4,4,7,"Caltrain","VTA",83,18454,4330,166,36908,8660
2013,4,4,7,"SamTrans","VTA",21,18454,6818,42,36908,13636
2013,4,4,7,"VTA","VTA",5121,18454,18454,10242,36908,36908
2013,4,4,7,"AC Transit","WETA",1,559,28626,2,1118,57252
2013,4,4,7,"BART","WETA",9,559,110362,18,1118,220724
2013,4,4,7,"SF Muni","WETA",44,559,184507,88,1118,369014
2013,4,4,8,"AC Transit","AC Transit",4914,31424,31424,9828,62848,62848
2013,4,4,8,"BART","AC Transit",2033,31424,113100,4066,62848,226200
2013,4,4,8,"Caltrain","AC Transit",9,31424,4271,18,62848,8542
2013,4,4,8,"Golden Gate Ferry","AC Transit",1,31424,4070,2,62848,8140
2013,4,4,8,"Golden Gate Transit","AC Transit",6,31424,4236,12,62848,8472
2013,4,4,8,"SF Muni","AC Transit",156,31424,181370,312,62848,362740
2013,4,4,8,"SamTrans","AC Transit",2,31424,8165,4,62848,16330
2013,4,4,8,"VTA","AC Transit",19,31424,19509,38,62848,39018
2013,4,4,8,"WETA","AC Transit",2,31424,679,4,62848,1358
2013,4,4,8,"AC Transit","BART",2076,113100,31424,4152,226200,62848
2013,4,4,8,"BART","BART",493,113100,113100,986,226200,226200
2013,4,4,8,"Caltrain","BART",224,113100,4271,448,226200,8542
2013,4,4,8,"Golden Gate Ferry","BART",38,113100,4070,76,226200,8140
2013,4,4,8,"Golden Gate Transit","BART",66,113100,4236,132,226200,8472
2013,4,4,8,"SF Muni","BART",7844,113100,181370,15688,226200,362740
2013,4,4,8,"SamTrans","BART",356,113100,8165,712,226200,16330
2013,4,4,8,"VTA","BART",79,113100,19509,158,226200,39018
2013,4,4,8,"WETA","BART",6,113100,679,12,226200,1358
2013,4,4,8,"AC Transit","Caltrain",3,4271,31424,6,8542,62848
2013,4,4,8,"BART","Caltrain",244,4271,113100,488,8542,226200
2013,4,4,8,"SF Muni","Caltrain",257,4271,181370,514,8542,362740
2013,4,4,8,"SamTrans","Caltrain",31,4271,8165,62,8542,16330
2013,4,4,8,"VTA","Caltrain",79,4271,19509,158,8542,39018
2013,4,4,8,"BART","Golden Gate Ferry",5,4070,113100,10,8140,226200
2013,4,4,8,"Golden Gate Ferry","Golden Gate Ferry",24,4070,4070,48,8140,8140
2013,4,4,8,"Golden Gate Transit","Golden Gate Ferry",2,4070,4236,4,8140,8472
2013,4,4,8,"SF Muni","Golden Gate Ferry",83,4070,181370,166,8140,362740
2013,4,4,8,"AC Transit","Golden Gate Transit",6,4236,31424,12,8472,62848
2013,4,4,8,"BART","Golden Gate Transit",58,4236,113100,116,8472,226200
2013,4,4,8,"Caltrain","Golden Gate Transit",1,4236,4271,2,8472,8542
2013,4,4,8,"Golden Gate Transit","Golden Gate Transit",273,4236,4236,546,8472,8472
2013,4,4,8,"SF Muni","Golden Gate Transit",104,4236,181370,208,8472,362740
2013,4,4,8,"AC Transit","SF Muni",220,181370,31424,440,362740,62848
2013,4,4,8,"BART","SF Muni",7958,181370,113100,15916,362740,226200
2013,4,4,8,"Caltrain","SF Muni",256,181370,4271,512,362740,8542
2013,4,4,8,"Golden Gate Ferry","SF Muni",77,181370,4070,154,362740,8140
2013,4,4,8,"Golden Gate Transit","SF Muni",82,181370,4236,164,362740,8472
2013,4,4,8,"SF Muni","SF Muni",37208,181370,181370,74416,362740,362740
2013,4,4,8,"SamTrans","SF Muni",121,181370,8165,242,362740,16330
2013,4,4,8,"WETA","SF Muni",38,181370,679,76,362740,1358
2013,4,4,8,"AC Transit","SamTrans",3,8165,31424,6,16330,62848
2013,4,4,8,"BART","SamTrans",345,8165,113100,690,16330,226200
2013,4,4,8,"Caltrain","SamTrans",31,8165,4271,62,16330,8542
2013,4,4,8,"SF Muni","SamTrans",142,8165,181370,284,16330,362740
2013,4,4,8,"SamTrans","SamTrans",1139,8165,8165,2278,16330,16330
2013,4,4,8,"VTA","SamTrans",25,8165,19509,50,16330,39018
2013,4,4,8,"AC Transit","VTA",37,19509,31424,74,39018,62848
2013,4,4,8,"BART","VTA",51,19509,113100,102,39018,226200
2013,4,4,8,"Caltrain","VTA",75,19509,4271,150,39018,8542
2013,4,4,8,"SamTrans","VTA",23,19509,8165,46,39018,16330
2013,4,4,8,"VTA","VTA",5380,19509,19509,10760,39018,39018
2013,4,4,8,"AC Transit","WETA",2,679,31424,4,1358,62848
2013,4,4,8,"BART","WETA",5,679,113100,10,1358,226200
2013,4,4,8,"SF Muni","WETA",42,679,181370,84,1358,362740
2013,4,5,6,"AC Transit","AC Transit",4687,30420,30420,9374,60840,60840
2013,4,5,6,"BART","AC Transit",1915,30420,112278,3830,60840,224556
2013,4,5,6,"Caltrain","AC Transit",1,30420,4144,2,60840,8288
2013,4,5,6,"Golden Gate Transit","AC Transit",8,30420,4838,16,60840,9676
2013,4,5,6,"SF Muni","AC Transit",164,30420,179093,328,60840,358186
2013,4,5,6,"SamTrans","AC Transit",2,30420,8126,4,60840,16252
2013,4,5,6,"VTA","AC Transit",20,30420,19869,40,60840,39738
2013,4,5,6,"WETA","AC Transit",1,30420,567,2,60840,1134
2013,4,5,6,"AC Transit","BART",1945,112278,30420,3890,224556,60840
2013,4,5,6,"BART","BART",448,112278,112278,896,224556,224556
2013,4,5,6,"Caltrain","BART",225,112278,4144,450,224556,8288
2013,4,5,6,"Golden Gate Ferry","BART",37,112278,3445,74,224556,6890
2013,4,5,6,"Golden Gate Transit","BART",74,112278,4838,148,224556,9676
2013,4,5,6,"SF Muni","BART",7796,112278,179093,15592,224556,358186
2013,4,5,6,"SamTrans","BART",351,112278,8126,702,224556,16252
2013,4,5,6,"VTA","BART",86,112278,19869,172,224556,39738
2013,4,5,6,"WETA","BART",5,112278,567,10,224556,1134
2013,4,5,6,"AC Transit","Caltrain",4,4144,30420,8,8288,60840
2013,4,5,6,"BART","Caltrain",225,4144,112278,450,8288,224556
2013,4,5,6,"Golden Gate Transit","Caltrain",2,4144,4838,4,8288,9676
2013,4,5,6,"SF Muni","Caltrain",286,4144,179093,572,8288,358186
2013,4,5,6,"SamTrans","Caltrain",31,4144,8126,62,8288,16252
2013,4,5,6,"VTA","Caltrain",75,4144,19869,150,8288,39738
2013,4,5,6,"BART","Golden Gate Ferry",4,3445,112278,8,6890,224556
2013,4,5,6,"Caltrain","Golden Gate Ferry",1,3445,4144,2,6890,8288
2013,4,5,6,"Golden Gate Ferry","Golden Gate Ferry",4,3445,3445,8,6890,6890
2013,4,5,6,"Golden Gate Transit","Golden Gate Ferry",4,3445,4838,8,6890,9676
2013,4,5,6,"SF Muni","Golden Gate Ferry",76,3445,179093,152,6890,358186
2013,4,5,6,"AC Transit","Golden Gate Transit",4,4838,30420,8,9676,60840
2013,4,5,6,"BART","Golden Gate Transit",69,4838,112278,138,9676,224556
2013,4,5,6,"Caltrain","Golden Gate Transit",2,4838,4144,4,9676,8288
2013,4,5,6,"Golden Gate Ferry","Golden Gate Transit",2,4838,3445,4,9676,6890
2013,4,5,6,"Golden Gate Transit","Golden Gate Transit",328,4838,4838,656,9676,9676
2013,4,5,6,"SF Muni","Golden Gate Transit",112,4838,179093,224,9676,358186
2013,4,5,6,"SamTrans","Golden Gate Transit",3,4838,8126,6,9676,16252
2013,4,5,6,"AC Transit","SF Muni",190,179093,30420,380,358186,60840
2013,4,5,6,"BART","SF Muni",7765,179093,112278,15530,358186,224556
2013,4,5,6,"Caltrain","SF Muni",304,179093,4144,608,358186,8288
2013,4,5,6,"Golden Gate Ferry","SF Muni",71,179093,3445,142,358186,6890
2013,4,5,6,"Golden Gate Transit","SF Muni",87,179093,4838,174,358186,9676
2013,4,5,6,"SF Muni","SF Muni",37144,179093,179093,74288,358186,358186
2013,4,5,6,"SamTrans","SF Muni",136,179093,8126,272,358186,16252
2013,4,5,6,"WETA","SF Muni",36,179093,567,72,358186,1134
2013,4,5,6,"AC Transit","SamTrans",3,8126,30420,6,16252,60840
2013,4,5,6,"BART","SamTrans",359,8126,112278,718,16252,224556
2013,4,5,6,"Caltrain","SamTrans",30,8126,4144,60,16252,8288
2013,4,5,6,"Golden Gate Transit","SamTrans",1,8126,4838,2,16252,9676
2013,4,5,6,"SF Muni","SamTrans",124,8126,179093,248,16252,358186
2013,4,5,6,"SamTrans","SamTrans",1109,8126,8126,2218,16252,16252
2013,4,5,6,"VTA","SamTrans",16,8126,19869,32,16252,39738
2013,4,5,6,"AC Transit","VTA",31,19869,30420,62,39738,60840
2013,4,5,6,"BART","VTA",70,19869,112278,140,39738,224556
2013,4,5,6,"Caltrain","VTA",87,19869,4144,174,39738,8288
2013,4,5,6,"SamTrans","VTA",23,19869,8126,46,39738,16252
2013,4,5,6,"VTA","VTA",5397,19869,19869,10794,39738,39738
2013,4,5,6,"AC Transit","WETA",2,567,30420,4,1134,60840
2013,4,5,6,"BART","WETA",7,567,112278,14,1134,224556
2013,4,5,6,"SF Muni","WETA",31,567,179093,62,1134,358186
2013,4,5,7,"AC Transit","AC Transit",4138,27421,27421,8276,54842,54842
2013,4,5,7,"BART","AC Transit",2044,27421,107580,4088,54842,215160
2013,4,5,7,"Caltrain","AC Transit",7,27421,3874,14,54842,7748
2013,4,5,7,"Golden Gate Transit","AC Transit",9,27421,4644,18,54842,9288
2013,4,5,7,"SF Muni","AC Transit",159,27421,168311,318,54842,336622
2013,4,5,7,"SamTrans","AC Transit",4,27421,6211,8,54842,12422
2013,4,5,7,"VTA","AC Transit",23,27421,17330,46,54842,34660
2013,4,5,7,"AC Transit","BART",1938,107580,27421,3876,215160,54842
2013,4,5,7,"BART","BART",481,107580,107580,962,215160,215160
2013,4,5,7,"Caltrain","BART",237,107580,3874,474,215160,7748
2013,4,5,7,"Golden Gate Ferry","BART",31,107580,2991,62,215160,5982
2013,4,5,7,"Golden Gate Transit","BART",63,107580,4644,126,215160,9288
2013,4,5,7,"SF Muni","BART",7465,107580,168311,14930,215160,336622
2013,4,5,7,"SamTrans","BART",353,107580,6211,706,215160,12422
2013,4,5,7,"VTA","BART",75,107580,17330,150,215160,34660
2013,4,5,7,"WETA","BART",3,107580,479,6,215160,958
2013,4,5,7,"AC Transit","Caltrain",4,3874,27421,8,7748,54842
2013,4,5,7,"BART","Caltrain",282,3874,107580,564,7748,215160
2013,4,5,7,"Golden Gate Transit","Caltrain",3,3874,4644,6,7748,9288
2013,4,5,7,"SF Muni","Caltrain",310,3874,168311,620,7748,336622
2013,4,5,7,"SamTrans","Caltrain",22,3874,6211,44,7748,12422
2013,4,5,7,"VTA","Caltrain",89,3874,17330,178,7748,34660
2013,4,5,7,"AC Transit","Golden Gate Ferry",1,2991,27421,2,5982,54842
2013,4,5,7,"BART","Golden Gate Ferry",5,2991,107580,10,5982,215160
2013,4,5,7,"Caltrain","Golden Gate Ferry",1,2991,3874,2,5982,7748
2013,4,5,7,"Golden Gate Ferry","Golden Gate Ferry",13,2991,2991,26,5982,5982
2013,4,5,7,"Golden Gate Transit","Golden Gate Ferry",2,2991,4644,4,5982,9288
2013,4,5,7,"SF Muni","Golden Gate Ferry",83,2991,168311,166,5982,336622
2013,4,5,7,"AC Transit","Golden Gate Transit",5,4644,27421,10,9288,54842
2013,4,5,7,"BART","Golden Gate Transit",64,4644,107580,128,9288,215160
2013,4,5,7,"Caltrain","Golden Gate Transit",1,4644,3874,2,9288,7748
2013,4,5,7,"Golden Gate Ferry","Golden Gate Transit",2,4644,2991,4,9288,5982
2013,4,5,7,"Golden Gate Transit","Golden Gate Transit",295,4644,4644,590,9288,9288
2013,4,5,7,"SF Muni","Golden Gate Transit",102,4644,168311,204,9288,336622
2013,4,5,7,"SamTrans","Golden Gate Transit",1,4644,6211,2,9288,12422
2013,4,5,7,"AC Transit","SF Muni",217,168311,27421,434,336622,54842
2013,4,5,7,"BART","SF Muni",7577,168311,107580,15154,336622,215160
2013,4,5,7,"Caltrain","SF Muni",283,168311,3874,566,336622,7748
2013,4,5,7,"Golden Gate Ferry","SF Muni",74,168311,2991,148,336622,5982
2013,4,5,7,"Golden Gate Transit","SF Muni",86,168311,4644,172,336622,9288
2013,4,5,7,"SF Muni","SF Muni",33967,168311,168311,67934,336622,336622
2013,4,5,7,"SamTrans","SF Muni",108,168311,6211,216,336622,12422
2013,4,5,7,"WETA","SF Muni",36,168311,479,72,336622,958
2013,4,5,7,"AC Transit","SamTrans",3,6211,27421,6,12422,54842
2013,4,5,7,"BART","SamTrans",328,6211,107580,656,12422,215160
2013,4,5,7,"Caltrain","SamTrans",20,6211,3874,40,12422,7748
2013,4,5,7,"Golden Gate Transit","SamTrans",1,6211,4644,2,12422,9288
2013,4,5,7,"SF Muni","SamTrans",116,6211,168311,232,12422,336622
2013,4,5,7,"SamTrans","SamTrans",760,6211,6211,1520,12422,12422
2013,4,5,7,"VTA","SamTrans",35,6211,17330,70,12422,34660
2013,4,5,7,"AC Transit","VTA",25,17330,27421,50,34660,54842
2013,4,5,7,"BART","VTA",77,17330,107580,154,34660,215160
2013,4,5,7,"Caltrain","VTA",76,17330,3874,152,34660,7748
2013,4,5,7,"SamTrans","VTA",24,17330,6211,48,34660,12422
2013,4,5,7,"VTA","VTA",4742,17330,17330,9484,34660,34660
2013,4,5,7,"BART","WETA",9,479,107580,18,958,215160
2013,4,5,7,"SF Muni","WETA",38,479,168311,76,958,336622
2013,4,5,8,"AC Transit","AC Transit",4802,31020,31020,9604,62040,62040
2013,4,5,8,"BART","AC Transit",2048,31020,112674,4096,62040,225348
2013,4,5,8,"Caltrain","AC Transit",4,31020,4223,8,62040,8446
2013,4,5,8,"Golden Gate Transit","AC Transit",5,31020,4854,10,62040,9708
2013,4,5,8,"SF Muni","AC Transit",163,31020,177757,326,62040,355514
2013,4,5,8,"SamTrans","AC Transit",1,31020,7982,2,62040,15964
2013,4,5,8,"VTA","AC Transit",22,31020,19761,44,62040,39522
2013,4,5,8,"WETA","AC Transit",2,31020,506,4,62040,1012
2013,4,5,8,"AC Transit","BART",2053,112674,31020,4106,225348,62040
2013,4,5,8,"BART","BART",494,112674,112674,988,225348,225348
2013,4,5,8,"Caltrain","BART",222,112674,4223,444,225348,8446
2013,4,5,8,"Golden Gate Ferry","BART",37,112674,3322,74,225348,6644
2013,4,5,8,"Golden Gate Transit","BART",65,112674,4854,130,225348,9708
2013,4,5,8,"SF Muni","BART",7679,112674,177757,15358,225348,355514
2013,4,5,8,"SamTrans","BART",370,112674,7982,740,225348,15964
2013,4,5,8,"VTA","BART",78,112674,19761,156,225348,39522
2013,4,5,8,"WETA","BART",4,112674,506,8,225348,1012
2013,4,5,8,"AC Transit","Caltrain",1,4223,31020,2,8446,62040
2013,4,5,8,"BART","Caltrain",258,4223,112674,516,8446,225348
2013,4,5,8,"Golden Gate Ferry","Caltrain",1,4223,3322,2,8446,6644
2013,4,5,8,"Golden Gate Transit","Caltrain",2,4223,4854,4,8446,9708
2013,4,5,8,"SF Muni","Caltrain",291,4223,177757,582,8446,355514
2013,4,5,8,"SamTrans","Caltrain",24,4223,7982,48,8446,15964
2013,4,5,8,"VTA","Caltrain",74,4223,19761,148,8446,39522
2013,4,5,8,"BART","Golden Gate Ferry",9,3322,112674,18,6644,225348
2013,4,5,8,"Caltrain","Golden Gate Ferry",1,3322,4223,2,6644,8446
2013,4,5,8,"Golden Gate Ferry","Golden Gate Ferry",11,3322,3322,22,6644,6644
2013,4,5,8,"Golden Gate Transit","Golden Gate Ferry",1,3322,4854,2,6644,9708
2013,4,5,8,"SF Muni","Golden Gate Ferry",82,3322,177757,164,6644,355514
2013,4,5,8,"AC Transit","Golden Gate Transit",5,4854,31020,10,9708,62040
2013,4,5,8,"BART","Golden Gate Transit",69,4854,112674,138,9708,225348
2013,4,5,8,"Golden Gate Ferry","Golden Gate Transit",2,4854,3322,4,9708,6644
2013,4,5,8,"Golden Gate Transit","Golden Gate Transit",304,4854,4854,608,9708,9708
2013,4,5,8,"SF Muni","Golden Gate Transit",115,4854,177757,230,9708,355514
2013,4,5,8,"AC Transit","SF Muni",221,177757,31020,442,355514,62040
2013,4,5,8,"BART","SF Muni",7878,177757,112674,15756,355514,225348
2013,4,5,8,"Caltrain","SF Muni",320,177757,4223,640,355514,8446
2013,4,5,8,"Golden Gate Ferry","SF Muni",56,177757,3322,112,355514,6644
2013,4,5,8,"Golden Gate Transit","SF Muni",85,177757,4854,170,355514,9708
2013,4,5,8,"SF Muni","SF Muni",36989,177757,177757,73978,355514,355514
2013,4,5,8,"SamTrans","SF Muni",125,177757,7982,250,355514,15964
2013,4,5,8,"WETA","SF Muni",32,177757,506,64,355514,1012
2013,4,5,8,"AC Transit","SamTrans",3,7982,31020,6,15964,62040
2013,4,5,8,"BART","SamTrans",387,7982,112674,774,15964,225348
2013,4,5,8,"Caltrain","SamTrans",24,7982,4223,48,15964,8446
2013,4,5,8,"Golden Gate Transit","SamTrans",1,7982,4854,2,15964,9708
2013,4,5,8,"SF Muni","SamTrans",136,7982,177757,272,15964,355514
2013,4,5,8,"SamTrans","SamTrans",1053,7982,7982,2106,15964,15964
2013,4,5,8,"VTA","SamTrans",29,7982,19761,58,15964,39522
2013,4,5,8,"AC Transit","VTA",35,19761,31020,70,39522,62040
2013,4,5,8,"BART","VTA",56,19761,112674,112,39522,225348
2013,4,5,8,"Caltrain","VTA",79,19761,4223,158,39522,8446
2013,4,5,8,"SamTrans","VTA",25,19761,7982,50,39522,15964
2013,4,5,8,"VTA","VTA",5540,19761,19761,11080,39522,39522
2013,4,5,8,"AC Transit","WETA",2,506,31020,4,1012,62040
2013,4,5,8,"BART","WETA",5,506,112674,10,1012,225348
2013,4,5,8,"Golden Gate Ferry","WETA",1,506,3322,2,1012,6644
2013,4,5,8,"SF Muni","WETA",38,506,177757,76,1012,355514
2013,5,3,6,"AC Transit","AC Transit",4537,29496,29496,9074,58992,58992
2013,5,3,6,"BART","AC Transit",1817,29496,110689,3634,58992,221378
2013,5,3,6,"Caltrain","AC Transit",1,29496,4533,2,58992,9066
2013,5,3,6,"Golden Gate Transit","AC Transit",4,29496,4584,8,58992,9168
2013,5,3,6,"SF Muni","AC Transit",170,29496,176736,340,58992,353472
2013,5,3,6,"SamTrans","AC Transit",3,29496,7966,6,58992,15932
2013,5,3,6,"VTA","AC Transit",20,29496,20115,40,58992,40230
2013,5,3,6,"WETA","AC Transit",1,29496,685,2,58992,1370
2013,5,3,6,"AC Transit","BART",1844,110689,29496,3688,221378,58992
2013,5,3,6,"BART","BART",497,110689,110689,994,221378,221378
2013,5,3,6,"Caltrain","BART",248,110689,4533,496,221378,9066
2013,5,3,6,"Golden Gate Ferry","BART",43,110689,3684,86,221378,7368
2013,5,3,6,"Golden Gate Transit","BART",63,110689,4584,126,221378,9168
2013,5,3,6,"SF Muni","BART",7792,110689,176736,15584,221378,353472
2013,5,3,6,"SamTrans","BART",411,110689,7966,822,221378,15932
2013,5,3,6,"VTA","BART",82,110689,20115,164,221378,40230
2013,5,3,6,"WETA","BART",11,110689,685,22,221378,1370
2013,5,3,6,"AC Transit","Caltrain",1,4533,29496,2,9066,58992
2013,5,3,6,"BART","Caltrain",253,4533,110689,506,9066,221378
2013,5,3,6,"Golden Gate Ferry","Caltrain",2,4533,3684,4,9066,7368
2013,5,3,6,"Golden Gate Transit","Caltrain",1,4533,4584,2,9066,9168
2013,5,3,6,"SF Muni","Caltrain",313,4533,176736,626,9066,353472
2013,5,3,6,"SamTrans","Caltrain",30,4533,7966,60,9066,15932
2013,5,3,6,"VTA","Caltrain",80,4533,20115,160,9066,40230
2013,5,3,6,"WETA","Caltrain",1,4533,685,2,9066,1370
2013,5,3,6,"BART","Golden Gate Ferry",5,3684,110689,10,7368,221378
2013,5,3,6,"Golden Gate Ferry","Golden Gate Ferry",6,3684,3684,12,7368,7368
2013,5,3,6,"Golden Gate Transit","Golden Gate Ferry",2,3684,4584,4,7368,9168
2013,5,3,6,"SF Muni","Golden Gate Ferry",87,3684,176736,174,7368,353472
2013,5,3,6,"AC Transit","Golden Gate Transit",4,4584,29496,8,9168,58992
2013,5,3,6,"BART","Golden Gate Transit",74,4584,110689,148,9168,221378
2013,5,3,6,"Caltrain","Golden Gate Transit",1,4584,4533,2,9168,9066
2013,5,3,6,"Golden Gate Ferry","Golden Gate Transit",3,4584,3684,6,9168,7368
2013,5,3,6,"Golden Gate Transit","Golden Gate Transit",268,4584,4584,536,9168,9168
2013,5,3,6,"SF Muni","Golden Gate Transit",89,4584,176736,178,9168,353472
2013,5,3,6,"AC Transit","SF Muni",205,176736,29496,410,353472,58992
2013,5,3,6,"BART","SF Muni",7797,176736,110689,15594,353472,221378
2013,5,3,6,"Caltrain","SF Muni",320,176736,4533,640,353472,9066
2013,5,3,6,"Golden Gate Ferry","SF Muni",72,176736,3684,144,353472,7368
2013,5,3,6,"Golden Gate Transit","SF Muni",74,176736,4584,148,353472,9168
2013,5,3,6,"SF Muni","SF Muni",36475,176736,176736,72950,353472,353472
2013,5,3,6,"SamTrans","SF Muni",132,176736,7966,264,353472,15932
2013,5,3,6,"WETA","SF Muni",45,176736,685,90,353472,1370
2013,5,3,6,"AC Transit","SamTrans",4,7966,29496,8,15932,58992
2013,5,3,6,"BART","SamTrans",369,7966,110689,738,15932,221378
2013,5,3,6,"Caltrain","SamTrans",27,7966,4533,54,15932,9066
2013,5,3,6,"Golden Gate Transit","SamTrans",1,7966,4584,2,15932,9168
2013,5,3,6,"SF Muni","SamTrans",128,7966,176736,256,15932,353472
2013,5,3,6,"SamTrans","SamTrans",1025,7966,7966,2050,15932,15932
2013,5,3,6,"VTA","SamTrans",19,7966,20115,38,15932,40230
2013,5,3,6,"AC Transit","VTA",38,20115,29496,76,40230,58992
2013,5,3,6,"BART","VTA",66,20115,110689,132,40230,221378
2013,5,3,6,"Caltrain","VTA",95,20115,4533,190,40230,9066
2013,5,3,6,"SamTrans","VTA",29,20115,7966,58,40230,15932
2013,5,3,6,"VTA","VTA",5615,20115,20115,11230,40230,40230
2013,5,3,6,"AC Transit","WETA",4,685,29496,8,1370,58992
2013,5,3,6,"BART","WETA",8,685,110689,16,1370,221378
2013,5,3,6,"Caltrain","WETA",1,685,4533,2,1370,9066
2013,5,3,6,"SF Muni","WETA",57,685,176736,114,1370,353472
2013,5,3,7,"AC Transit","AC Transit",4184,27555,27555,8368,55110,55110
2013,5,3,7,"BART","AC Transit",1732,27555,106140,3464,55110,212280
2013,5,3,7,"Caltrain","AC Transit",4,27555,4192,8,55110,8384
2013,5,3,7,"Golden Gate Ferry","AC Transit",1,27555,3346,2,55110,6692
2013,5,3,7,"Golden Gate Transit","AC Transit",7,27555,4655,14,55110,9310
2013,5,3,7,"SF Muni","AC Transit",142,27555,168190,284,55110,336380
2013,5,3,7,"VTA","AC Transit",16,27555,18599,32,55110,37198
2013,5,3,7,"WETA","AC Transit",2,27555,614,4,55110,1228
2013,5,3,7,"AC Transit","BART",1787,106140,27555,3574,212280,55110
2013,5,3,7,"BART","BART",535,106140,106140,1070,212280,212280
2013,5,3,7,"Caltrain","BART",218,106140,4192,436,212280,8384
2013,5,3,7,"Golden Gate Ferry","BART",42,106140,3346,84,212280,6692
2013,5,3,7,"Golden Gate Transit","BART",58,106140,4655,116,212280,9310
2013,5,3,7,"SF Muni","BART",7266,106140,168190,14532,212280,336380
2013,5,3,7,"SamTrans","BART",333,106140,7197,666,212280,14394
2013,5,3,7,"VTA","BART",83,106140,18599,166,212280,37198
2013,5,3,7,"WETA","BART",7,106140,614,14,212280,1228
2013,5,3,7,"AC Transit","Caltrain",2,4192,27555,4,8384,55110
2013,5,3,7,"BART","Caltrain",234,4192,106140,468,8384,212280
2013,5,3,7,"Golden Gate Ferry","Caltrain",3,4192,3346,6,8384,6692
2013,5,3,7,"SF Muni","Caltrain",312,4192,168190,624,8384,336380
2013,5,3,7,"SamTrans","Caltrain",27,4192,7197,54,8384,14394
2013,5,3,7,"VTA","Caltrain",76,4192,18599,152,8384,37198
2013,5,3,7,"WETA","Caltrain",1,4192,614,2,8384,1228
2013,5,3,7,"BART","Golden Gate Ferry",2,3346,106140,4,6692,212280
2013,5,3,7,"Caltrain","Golden Gate Ferry",2,3346,4192,4,6692,8384
2013,5,3,7,"Golden Gate Ferry","Golden Gate Ferry",5,3346,3346,10,6692,6692
2013,5,3,7,"Golden Gate Transit","Golden Gate Ferry",4,3346,4655,8,6692,9310
2013,5,3,7,"SF Muni","Golden Gate Ferry",87,3346,168190,174,6692,336380
2013,5,3,7,"AC Transit","Golden Gate Transit",5,4655,27555,10,9310,55110
2013,5,3,7,"BART","Golden Gate Transit",54,4655,106140,108,9310,212280
2013,5,3,7,"Caltrain","Golden Gate Transit",1,4655,4192,2,9310,8384
2013,5,3,7,"Golden Gate Ferry","Golden Gate Transit",3,4655,3346,6,9310,6692
2013,5,3,7,"Golden Gate Transit","Golden Gate Transit",296,4655,4655,592,9310,9310
2013,5,3,7,"SF Muni","Golden Gate Transit",98,4655,168190,196,9310,336380
2013,5,3,7,"SamTrans","Golden Gate Transit",1,4655,7197,2,9310,14394
2013,5,3,7,"AC Transit","SF Muni",233,168190,27555,466,336380,55110
2013,5,3,7,"BART","SF Muni",7095,168190,106140,14190,336380,212280
2013,5,3,7,"Caltrain","SF Muni",296,168190,4192,592,336380,8384
